id,Persona,chat
45, i am a violinist. i recently discovered a new love for indian food. my mother was a nurse. i am gong to adopt a dog very soon. i have played since i was 4 years old.,"hi ! have you ever wondered what it would be like to live in space ?
i am basically a violinist , so i do not think about it .
so are you in an orchestra or something ?
kinda , i been in the game since i was four .
did your family teach you to play the violin ?
no i had to learn in school , my mother would drop me off before nursing
how old are you now ?
i am basically 22 and recently started eating indian food .
so are you happy with your life ? violins and indian food ?
basically , all i need to do now is adopt a dog and i am set .
i wish i could be a dog ! i do not like life as a human .
if you were rich you would not be saying this .
that is probably entirely true . unless i were a rich dog . . .
i would rather be a bird .
"
46, my brother is currently couch surfing at my house. i am going on a cruise next month. i love to cook. i breed maine coon cats and show them. my parents recently moved to florida.,"hello , how are you doing ?
i am doing good . just cooking dinner . love cooking
i do too , are you a man or woman ?
i am a woman . they call me the cat lady because i breed maine coons and show them
that is cool , i have a job at subway that i am not thrilled about
its better than nothing . my brother is couch surfing at my house right now jobless
i love to sit on the couch and play video games myself
my brother does too , especially since our parents moved to florida recently
really , i also like listening to music especially country
sounds relaxing . i am going on a cruise in a month . hoping to relax there
have fun , i love to live life to the fullest . . . . enjoy
me too , maybe you should come !
lol , i would love too
what else do you enjoy ?
i enjoy the outdoors and love to sit around water
then you would love the cruise !
"
47, my father worked for ge. green is my favorite color. i love animals. i am an aspiring singer. i enjoy playing tennis.,"did you see the football games today ?
yea i did . i caught it after my tennis match today
you play tennis or coach ?
i play it in my freetime . i am an aspiring singer so hoping to become famous
good luck . that is a rough thing .
thanks . tell me about you ?
nothing much . i work as a roofer during the day .
that is cool . my pops worked for ge and did roofing in his spare time
its okay . pays the bills . tried to get to the nfl , but it did not happen .
i route for the greenway packers because my favorite color is green
no way . that is my favorite team too . although , not cause of the colors .
yea i am pretty sure they are junna take it all the way this year
from your mouth to gods ear . that trophy needs to come home .
yessir . well i gotta go take care of my animals now so i will see ya later
"
48, my major was american literature and education. i just graduated college. on weekends i like to go hiking. i want to teach kids in elementary school.,"hello , are you a comic book collector like me ?
hi wow i like comic books too . i do not collect them tho .
do you know what comic books are ? organic food only here !
yeah i just got my degree in literature . i like green lantern
i have been collecting autographs have over 15 million .
wow how do you get them
sometimes i steal them , dust allergies this time of year
stealing is not nice . dust makes my allergies act up too sometimes
how so ? organic food is not nice .
stealing is just not good to do . i might go for a hike today
can you prove that ? i might eat dust today .
well it is a crime . just saying .
not necessarily , but if i stole something that was originally mine ?
it just is not right if it never was yours .
i do not understand anything .
oh ok . i hope to be teach 2nd grade soon
"
49, i am more of a cat person than a dog person. i couldn t live without my cell phone. i enjoy the occasional drink with friends. my mom is my best friend. i attend book club every week.,"hi . i love to garden . what do you do ?
read , read and then read . bookworm you could say .
i would say so . i bake alot of pies .
pie sounds good . maybe you could bake one for my book club .
oh great ! we can garden too .
i have never tried to garden but my mom loves it .
i do also . where do you live ?
laguna beach . take a lot of ocean pics on my cell phone or and cat pics .
pretty . i like mountains alot you ?
as long as i have a cell signal . cannot sustain without my cell . sad really .
lol . me too . i am the same way with my camera .
maybe along with that pie you can take a pic of my cat , love him .
sounds good . i love my cat too
another cat lover , awesome . we have to meet and have a drink soon .
"
50," i start an internship in engineering later this year. i am a famous video game character online. i have a pet snake. before i die , i want to skydive.","hello my name is sally , i am a baker
nice to meet ya sally ! i am sean and i am a student
hey sean , what are you studying ?
computer engineering . have an internship starting later this year i am very excited for .
that is awesome , when i was young like that i tried acting
cool ! what is it that made ya quit ?
life , but now i look forward to the joys retiring
that will be nice . i want to do as much as i can while i am young .
that is how you do it , yolo as you kids say
haha exactly . definitely want to skydive before i die . live life to the fullest
my wife showed me that , she makes me smile .
my pet snake makes me smile . do you guys have any kids ?
i was fake straight for a long time , i am humble now .
coolio . i play this video game character online , pretty famous for it now .
fame and computer engineering , were you on the cover of wired ?
no , no . not that famous yet .
"
51," i cut down trees very fast , because i have a large ax. i love to cut down trees. i eat lots of pancakes and syrup. i am a lumberjack.","hello , so glad to chat with you i do not do person to person contact well
me either i spend most of my time out in the wood cutting down trees .
i struggle to maintain a constant eye contact with people , my eye wanders
that is interesting . maybe you can come watch me cut down tree with my large ax !
i do not thank you can get me away from my favorite video game
being a lumberjack will make you strong and attractive for the opposite sex .
i am so sad now though , i can not sign in the shower anymore
that is not good . what is your favorite food ?
i like pizza , but i will pass i no longer fit on my moped
need some exercise . i love pancakes and syrup i eat them everyday !
i love halo 3 , it is my favorite video game to play
i have never play that one .
"
52, i have an mba degree. i am married. i own my home. i live in colorado.,"hey hows it going
great ! how about with you ?
pretty good just got off work
i am heading to work but stopping to pick up a birthday gift for my husband .
that is really sweet how old is he ?
he is 30 today ! we are traveling from denver to san diego to celebrate this weekend .
that is quite a trip i am saving to go to paris
that would be amazing . have you been before ?
i had when i wrote my first book
being an author must be really neat . what type of books do you write ?
i write about fantasy what do you do ?
i recently finished by mba and work as a financial manager with a large hospital .
wow that must be insanely well paying
it pays nicely but for now a large part goes towards my student loans .
"
53," i am seven years old. i just got my rejection letter from the gifted program. i like to play soccer. and , my best friend is calden.","hey hows it going
hi ? i am ok . who is this ?
i am bill , and i grew up in the state of alabama
i am max . i live in oregon .
my mom works as a cashier at walmart , i live in her basement
my mom is mad at me . i got rejected from the gifted class at school
my mom is proud , i have the easter bunny hiding in my closet
did you catch him ? will you let him out ?
i force it to watch game of thrones with me
if i had him , i would play soccer with him .
he is a lousy listener though , poops everywhere
is he your best friend ?
yeah , but he hates me , sadly
that is sad . my best friend is calden .
"
54, i hate talking to people. i should beverage been born a prince. nachos are my favorite food. i believe dragons are real. i play d and d.,"hi there how are you doing today ?
greetings . . today would be wonderful if i were royalty . . .
i hear you . maybe if we play the stock market well .
possibly . . . maybe if we could find dragon eggs to sell .
totally . i always look for ways to make money easily .
dragon eggs are very valuable .
i wonder where you could find some dragon eggs .
up north normally . dragons are cold blooded , even though they breathe fire .
sounds super cool . i once created a dragon themed website .
what was it called ? i have probably been there .
probably dragons . com it was such a long time ago .
i see . thanks for the chat . nachos call my name .
was nice talking to you as well !
peace and luck be with you .
you as well , stay safe !
oh , you are invited to my next d and d game if you wish .
"
55, i have one son. i like to read. i have epilepsy. i like to go swimming. my parents are not married anymore.,"hello . i like to gish with my black lab cat
nice . i do not have any pets . do you have any kids ?
not yet . married and hoping to start soon
i have a son myself . kids are fun .
yes they are . i will name mine charlie daniels he is my favorite
that is a neat name . read any good books lately ?
yes actually . the love and war again .
i do not believe i have read that . is it good ?
i take it with my black lab cat when we go fishing . we love too .
i have never been fishing but i love to swim
depends on what inspires your imagination . i like historical colonial reads
i am a bit of a science fiction nerd , but historical books are interesting
i see . maybe do both at one time . jeremy wade does .
i try not to do too much at once . right now i am reading the foundation series
i have not heard of those . science based ?
yes , it is a book series by isaac asimov about human like robots .
"
56, i work at a bookstore. i have three tattoos. i do not drive.,"hi ! how are you ?
hi good and you ?
great ! just ran k outside ! beautiful weather !
what do you do for a living ?
i am in sales . you ?
i work at barnes and noble
nice ! do you love books ?
i read all the time . bu ?
i have to admit , i always opted for hte movie versions of books .
do not like reading ?
i do , but prefer the movies . have you heard of 16 candles ?
that is old school
yes . . . do you know if there is a book 16 candles ?
i did not know that but i have seen the movie
"
57, i love to bake cakes. i have a twin brother. my favorite book is david copperfield. i m really short.,"hello how are you tonight
i am okay . i wish i was more tired though . you ?
my children let me down so i have been better
what did they do that disappointed you ?
married ugly people i am with miss usa
wow . that is too bad . i do not have kids . i have brothers , twins .
wow that is cool are ou a twin too or just them
no , just them . it was lonely growing up . do you have siblings ?
no i do not have any it was boring growing up
yeah . i always bake cookies when i am bored . do you have a hobby ?
i have maids so i do not have to bake
i love baking . maids huh ? fancy . are you rich ?
i am a little rich i suppose
i wish i was . what do you do for a living ?
"
58, my dad is an airline pilot. i have a cat named leela. i make videos about makeup. i am a youtuber. my car is pink.,"hey how are you today
i am doing well , working on my next youtube video . how are you
that sounds like fun . i am doing pretty good . where are you from
i live in california , how about you ?
i am in new orleans
oh neat , i went there once pre katrina . beautiful city
it is . my mom reads palms at a fortune telling place .
now that is neat . i am jealous ! my dad is just a boring pilot
a pilot is a pretty cool job to have . i met a vampire before
wow really ? do you mind if i include that in my youtube video ?
you sure can ! i met him in a cave during halloween last year
the plot thickens lol how cool , did you get his number or anything
no i did not once i realized what he was i ran away fast as i could
that was probably wise . i would have wanted to know more though
yeah well i have to go was nice chatting with you
it was nice talking to you as well
"
59, i am argentinian. i like to wear boots. i like to ride horses. i like to eat beef.,"hi how are you doing let us get friendly .
yes . we will . where are you from ?
i am from the united states i live in jersey and you ?
i am in argentina myself . with my lovely horses .
wow i love horses what are some of their names ?
max , rodney , and finn . do you have a hobby ?
yes i like to entertain playing the drums .
i play the drums too . i hope you are not vegetarian .
no but i used to be i am employed at a pizza restaurant .
good because i eat steak often . are you in a band ?
i just had steak too i am so serious i am not in bands .
what is your favorite band ?
i like rap music i like micheal jackson too .
thriller was a great album . it always has me dancing in my boots .
"
60, i am a vegan. i like to paint. i traveled around the world in a boat. i have 23 cats at home.,"hi how are you today ?
ok . my 23 cats are having a good day .
woah what about the 1 human ?
if they have a good day i do too .
do you have any humans around you ?
no just cats . i travel a lot , traveled around world on boat last year .
do you enjoy eating cakes ?
oh yes and a good veggie burger is wonderful .
very nice , i am vegetarian too
oh wonderful . i eat veggie meals when not painting fences .
do you enjoy the internet ? i sure od
when my cats do not hog it all . day
"
61, i design video games for a living. my mom is my best friend. i am afraid of the dark. rock music is my favorite. i hate broccoli.,"hello what are your plans today
i am going to listen to some rock today how are you ?
gonna go to the creek with my family !
wow exciting . i do not like the creek at night i am scared of the dark
its fun during the day , i like it esp when i can bring beer !
i like to drink beer with my mom . she is my best friend and is sn fun .
its nice to have simple pleasures , i love the simple things in life
i love harder things like video games . i design them .
that is so cool ! i am more simple , i just like catching sunfish
now that is really cool . what else to you like ?
did i say beer , lol
lol yes but its worth saying twice . do you like piggies ?
"
62, i am a soccer player. nike cleats are my favorite. my number is 42. i joined a new team last month. i am a goalie.,"hey there hows it going
hi , its great . just watching some videos , what about you ?
nothing much just been on my computer
do you watch any sports ?
yes but i only really watch hockey
nice , what do you like about it ? i prefer watching soccer games , i am really into it .
it is just really entertaining to watch to be honest
as long as youre having fun , it does not matter
true , very true , so what are you doing ?
looking online for some new shoes . are you up to anything ?
not really just watching my daughter slowly pull things in her crib haha
aw , how old is your daughter ?
she is almost 8 months
how is it like being a parent ? is this your first born ?
hectic haha , she is definitely a handful , and yes
hopefully it gets better with time , wish i could meet her haha
"
63," i like to go hiking on the weekends. i can speak arabic , english , and french. i am a barista. i play jazz piano in a band.","hello , how are you today ?
i am great , just planning a hike for this weekend . how are you ?
good , i love hiking ! . i take my dogs to the lake often
i go almost every weekend , it is one of my favorite past times
do you go to the lake ?
sometimes the lake , sometimes the mountains
oh man we would make excellent friends .
for sure ! do you have any other hobbies ? i am in a jazz band , i play piano
i read every night . horror stories !
when i am on break at the coffee shop i read
i am quite the coffee drinker myself . !
i work at one of the major coffee chains , i love it
starbucks , tim hortons , or dunkin . perhaps a place i do not know .
starbucks ! i love the atmosphere and they treat employees great
"
64, i like to read. i work for a magazine. yellow is my favorite color. i love the game halo. i love to workout.,"hi how are you today
doing good ! just finished my day of work . how are you doing ?
good where do you work ?
i work as an editor for a local magazine .
nice i am asking up money for ap procedure
what kind of procedure will you be needing ?
anything to fix my ugly elf
why do you say that ? i am sure you are very attractive person !
i just want to be happy with my appearance one day
it starts with self acceptance and confidence and being proud of who you are .
my gf just does not get it
why does not she get it ?
ink you should talk to her about it
i suppose i should . got any hobbies ?
"
65, i don t eat meat. i read tons of books. i am witty. i love sharks. i love to dance.,"hello how are you this evening ?
it has been a bit quite the event , you ? cooking my vegan dish tonight .
yum ! just back from taking the kids on a nature walk lovely
i am not into meat and cut back stayed vegan .
healthy ! i stay at home with my two kids while my husband makes the living
i am a single unemployed mom at the moment . but read tons of book .
how old are you ? just turned 30 this year
28 , and it is a learned lesson as a mother .
yes ! taking care of children plus two pets too
it is and i can be quite witty .
witty is good that means you have a sense of humor
i do and do a funny dance with it and my son finds that entertaining
you are making wonderful memories ! !
it is he loves it i also read shark books to him .
"
66," i write in my spare time. i wish i knew where i belonged. i train horses for a living. i hate my parents , but i love my job.","hi there ! do you watch got ?
i do ! i am only on season 3 so far though .
you will be blown away by the ending ! i love that show .
i really like it so far . i enjoy writing in my spare time .
cool hobby . i enjoy winter . i read a lot when it is cold .
i train horses as a career , so i wish the cold would stay away .
i cannot ride horses . being that high off the ground is terrifying .
my folks do not like it . i dislike my parents , but adore my job .
parents can be a bummer . you live with them ?
currently yes , i wish i knew where my place was in the world .
i really only can offer advice on colder parts of the country . sorry .
that is ok , the snow can be enjoyable sometimes . i like christmas especially .
christmas is great . do you spend it at home with your parents ?
usually i do , once i went to texas with a friend . how about you ?
i am from texas . where did you go ? i am from el paso .
we were near corpus christi , victoria i believe was the name of the town .
"
67, i fly airplanes. i enjoy building computers. my favorite band is tool. i am in the army. i dropped out of college.,"hello how are u tonight
hi . i am okay . tired , but okay . how are you ?
i am doing good should be sleeping i have school but cant sleep
i did not finish school , i enlisted in the army instead .
wow i am only 14 so i cant do that just yet but i hope too
nice . stay in school and work hard .
i try i like video games and race cars
i like video games too , fallout is my favorite .
i am a call of duty girl i cant wait for the new one
my younger brother is a cod player too . he is pretty good .
i have three best friends but lots of other friends that play it
i have a best friend , she is a pilot like me .
what kind of plane do u fly
a bomber , it is awesome . do you want to take lessons
i am kinda afraid of heights so not sure flying is for me
you should at least try to go up in a plane , it is a blast .
"
68, i hate tofu. i work for a large law firm. i drive a prius. we own our home. my wife stays home with our kids.,"hey there how are you ?
i am good . how about yourself ?
do you have a family ? never got to know mine
yes lots of children , my wife cares for them at home .
i am well , what do you do in your spare time ?
children equals no free time . how about yourself ?
how many kids ? i do not even have a sibling . oh poo .
six children . are you married ?
i was sent to an adoption agency as a infant .
sorry to hear , i work for a large adoption law firm .
awesome , i would not put my kid up for adoption ever .
i understand . it is difficult all around .
it is how you like it
my prius will not fit all our children so we are upgrading to a van soon .
"
69, sometimes i listen to gary human to be ironic. i only use apple products because i feel everything else is inferior. going snorkeling is my favorite thing to do. i like chasing comodo lizards on a private island.,"hi , how are you ? i am listening to rock and redecorating
i like rock too , but sometimes i listen to gary human with my hipster friends .
awesome ! i am looking for black lace curtains . everything just be black
i have a black iphone . apple makes such fantastic products .
i always wear black . except the spikes on my collar are stainless .
could they be painted black ?
maybe ? a black iphone would match my black purse though
any other kind of phone is inferior .
yeah the exploding ones left cool black marks on my wall though
i hear the latest ones are waterproof . maybe i could take it snorkeling !
i will let you borrow my black car to get there !
thank you ! i promise not to chase any comodo dragons with it .
oh just let them drive . they love my rock stations .
there are not any stations that reach the private island i pursue them on .
"
70, i teach kindergarten. my class has 26 kids. i teach at a large school. i graduated college in 2016. i enjoys kayaking in my free time.,"hi there ! tell me about yourself
just graduated , now teaching kindergarten in ny to 26 angels . you ?
ooh that is super awesome ! just eating some organic kale right now , only organic for me
i am with you i am a big nature nut , i love kayaking ! do you ?
no , my hobby is collecting autographs i have over 2000 !
wow ! i need to get outside , my school is huge . any good autographs ?
some really prolific comic book writers i collect those too
do you have a favorite comic ?
spiderman , because i have 2 snakes and venom is kinda snake like
that is amazing what kind of snakes are they ? we have one in our class
i have an anaconda and a python
we have a kenyan sand boa . its really cute . that is too cool !
that is cool ! i hate all their shedding though i am allergic to dust
i hope you do not live in ny , too , there are a lot of pollutants here .
"
71, my favorite hobby is knitting. i have a cat named speckles. i have two tattoos. i enjoy shopping.,"hi anybody there ? ding dong !
the witch is dead . i have a cat his name is speckles
thank god the witch is dead . but the cat is not obviously .
i love going shopping when i am not knitting
nice , shop me a candy next time as i am curious how it tastes like .
i love tattoos i want to get more only have 2
you have plenty of space for them .
yes indeed my dog keep eating my shoes
cat and dog makes a fun household . i am watching anime .
i do not like cats they have something weird about them
like playing the witch part ? lol
my dog like the night air he just lay on the porch at night
that is cat like . wow i am confused .
he will not lay on the porch no other time
gosh that is creepy . i am going to watch baseball now .
he is so weird i tell you
"
72, i have brown hair. i love bicycling. i wear contacts. i hate carrots.,"do u believe you can achieve anything because i do
i think so ! its hard to see where i am going sometimes
u should open your eyes so you can see better
i do not have good vision lol youre so positive !
thank you lol people like to say i am organized to lol
what job do you have ?
i do this mostly and watch football
i used to train football players ! now i just ride my bike for excercise
were u the coach or more of an assistant
i was a head high school coach until a freak carrot accident . . .
sounds painful how big was the carrot
it was big ! its why i cant really see anymore lol
i thought carrots help with seeing
i could use someone to organize my thoughts too i guess ! tell me more
i would if i could but i got to watch jimmy fallon its my fav
haha i love jimmy fallon ! do you enjoy anything else ?
"
73, i have been divorced for 2 years. i love collecting teapots. my grandmother lives in my guesthouse. i work at the local bank. i am a cat person.,"on occasion i like to drive quickly
me too , i work at the bank in my neighborhood
once i lived where i should have died
amazing have any pets ? i have three cats .
i give my family the top priority in my life
well i am going on two years divorced
i am large but harmless
so is my grandmother she lives in my guesthouse
i like to read books but not games
fun i like to collect rare teapots
i am huge but act kindly
i understand how long have you been like that
"
74, my favorite band is insane clown posse. i love to larp. i am chubby. i work as an interior designer. i am tall and blonde.,"hi how are you this evening ?
i am good , are you into music
do you have any favorite music artists ? mine is drake .
insane clown posse , i love there shows
i also enjoy other rap artists too . i like them also .
i love all rap , do you do other stuff
yes , cooking for family get togethers is one of my favorites
i like to cook a little i am really into larp
i play the drums every now and again too . what is larp ?
live action role playing it awesome
sounds like it could be a good time .
we dress up in armor and fight with swords and other weapons
cool , i play the drums every now and again
what kind of work do you do ?
"
75," i drink a lot of apple martinis when i get a girls night out. i still dream about going to paris and designing clothes. i own a black suburban. i am a member of four book clubs , the pta , and two bunch groups. i spend a lot of time driving my kids to sports events.","hi , how are you today ?
hi . doing well . sleeping off a girls night out . apple martinis are awesome .
how fun , are you single ?
no . kiddos are into sports . soccer mom here . how about you ?
cool , how many do you have ? i am single , enjoying it .
when i was single i dreamed of becoming a clothing designer in paris .
how cool is that , all i wanted to be was a yoga instructor .
yeah . dreaming , sigh . now it is the pta and book clubs , four of them .
a different kind of designer then , fun . i enjoy working out , do you ?
not so much . mostly just drive my kids around in my black suburban .
sounds comfortable at least to drive in
yeah . so do you have any hobbies
i enjoy making friends and exercising , how about you ?
friends are great . not a bit work out nut .
it can be fun but i do have to mix it up a ton
yeah . what do you do when you are mixing it up ?
"
76, i like going to the beach. i like my job. i have a dog named george. i used to work for a cable company. i love to ride my bike.,"hi , i work as a lifestyle blogger . what do you do ?
hello ! i used to for a cable company , and recently started working for verizon .
nice ! do you have any children ?
no , but my dog george is basically my kid . haha .
pets are like family ! i have 2 kids and a husband that is like my 3rd child
lol ! are there any places you guys like to go to as a family ?
we go back to celebration in florida often . it is our home town
oh how nice ! i love taking my dog to the beach !
i bet he loves it !
he definitely does ! do you have any hobbies ?
yes , coach cheerleading . i used to be one in high school
that sounds fun ! i am not sporty , aside from biking . do you coach high school ?
no , i teach middle school
cool , i do not think my middle school had cheerleaders .
"
77, i like jogging in my spare time. i also give blood monthly in honor of my sister who died. i am hoping to move to australia soon to marry my boyfriend. i am a waitress at a popular houston club.,"hi how are you today
good and you ? i just got done with my waitress job at a houston club .
i am doing great ! i just got a red pair of headsets .
i love red . i also like to jog in my free time .
that is my favorite color . have you seen the new iphone
no , saving money to move to australia to marry my boyfriend soon .
wow australia is pretty cool . congrats on getting engaged
thank you . i also donate blood in honor of my deceased sister . do you ?
no i am scared of needles . i just got the iphone but a later model .
i have wanted an iphone .
they are great . my mom and dad got it for me i still live with them
they seem to be very nice .
yeah they do all they can for me i am lucky to have them
yes , yes you are . not all are as fortunate .
do you have a good relationship with your parents
not particularly . they are old and mean .
"
78, i love to read. my husband is a cop. i am married. teaching is my passion.,"hi how are you today
hello , i am well , how are you ?
i am good ! it is summer time the best time of year
hello , i am well , how are you ?
you said that before . haha . where are you from ?
i like fall and winter . summers are too hot here .
where do you live at ?
i am in the virginia . where are you ?
i am in florida but i am orginally from china
wow . i have been to florida many times but never china
it is so crazy there . my whole family and i left . i have a huge family
i have always lived in the us . i have traveled to europe and england .
oh wow ! i wanted to go to school there but now i am graduated .
on a teacher salary and cop salary international travel can be out of the budget
"
79, my mom teaches kindergarten and my dad is a tax assessor. i have always wanted a pot bellied pig. my favorite book is anne of green gables. i love owning nice office supplies.,"hi ! i am trying to design a new app to get people out of poverty .
that is very selfless of you . what if your target population does not have phone access ?
i have thought about that a bit . but everyone says that i obsess too much .
i think it is an important thing to consider , but not the only thing .
well i also like watching groups of people pray for the betterment of the world .
that is a very interesting hobby . i like office supplies .
what do you do with office supplies ?
nothing really . i just like having nice new office supplies around . and books .
oh maybe you should help me and donate them .
maybe ! would you give them to the people using your app ?
sure if they requested them
what else would you try to do
build houses upon request , provide job training , maybe provide some money too
ambitious . i feel like you should focus on needs assessment and connection to services first .
hmm that seems a little too simple for me . we need to make giant changes !
giant changes will not work without a strong foundation and evidence for initial success
"
80, i love chocolate cake with extra frosting. i play guitar. i have two siberian huskies. i am a michigan state trooper.,"hi how are you tonight
wonderful . i have a big slice of chocolate cake and i am ready to dig in !
that sounds good . what do you do for fun
when i am not chasing my siberian huskies 2 of them ! i like to play the guitar .
aww those dogs are beautiful . i take my boat out or go to the beach
mmmm chocolate cake with lots of extra frosting . . . oh , sorry , got distracted .
lol its ok . what do you do for a living
i am a state trooper state of michigan !
wow thanks for your service i am a trauma doctor at las vegas general
you have a very important job also
thanks . i enjoy but also hate seeing people hurt
definitely . i am thinking of moving . . . it gets cold here .
you should go to florida it is always warm there
i was thinking of the state of misery . . . i mean missouri .
lol your spelling error made me giggle . i just love boating so florida is great
i think it would be cold there too misery .
"
81, i love my girlfriend. i live in the city. i dyed my hair pink. i have an older brother.,"hello , how are you tonight ?
i am going well ! just turned my hair pink !
pretty ! mine is streaked purple and blue . my kids are horrified .
haha . i have a girlfriend . she is the best . she helped me dye it .
i went to the salon , i fit in with the other girls at school .
i dress steampunk . my girl and my older brother run around the city like that .
that is cute , i fish a lot .
i do not have fish around here .
every place has fish , you just have to find the ponds
ok . fair . i do not have fish worth eating around here . haha
ah . okay . i am hoping to get an internship at ibm . where do you work ?
i make things steampunk . it is more art than work .
my mother is an attorney , she used to be the da
oh , she works for the man . two by two , hands of blue ?
everyone must make a living , a good one if you want to live well .
yes . absolutely . my girlfriend helps me scavenge cool art things i think i need to marry her .
"
82, i have three kids. i m a truck driver in the south. i sing in the church choir. i love hot wings.,"hi how are you tonight
hello , i am doing well . another day , another dollar , driving for the man .
i know what you mean i am just so simple
true , you seem to be very simple . what kind of work do you do ?
i am a fisherman mainly
a noble pursuit . what kind of bait do you use ?
wax worms , night crawlers , minos what ever
if i were a fish , i would be all over fried chicken .
i love it they are both good
it is unclear what you are referring to . do you drive ?
i was refering to bears and i drive to go get sunfish
oh okay , totally . so do i , but i get paid for it .
that is amazing where do i sign up
fill out the necessary paperwork and send it to the rector of your parrish .
i will have to do that thanks
you are most welcome . my children are my reason for living .
"
83, i love to hike. i have visited 12 national parks in the us. i live in vermont. i am an environmental activist.,"what are your favorite things
hiking is my favorite thing to do . what about you ?
i really love the beach and cooking italian food !
where do you live ? i am in vermont .
what do you do for a living ? i am in texas .
i work as an environmental activist . you ?
i am trying to finish up grad school . do you have any pets ?
no pets . do you guys have many parks in texas ?
i have a dog that i love a lot . lots of parks in texas !
whats the dogs name ? i have visited like 12 national parks .
we call him spot ! do you have any nieces or nephews ?
1 of each ! what part of texas do you live in ?
"
84, i miss my dad. in reality i m 32 and live at home with my mother. there i m a general of an orcish army. i larp on the weekends in the forest.,"hello . i am sad so i am eating ice cream . what are you up to ?
i am sad as well , missing my father today
i am missing my best friend who moved to japan
i have never traveled to japan i would like to some day
i reside in new york . i never want to go anywhere else .
i have visited new york and i agree it is nice i prefer to be rural areas
i love it as much as i love walking dogs . where do you work ?
i work from home , where i live with my mother
interesting . how old are you ?
i will be 33 on my next birthday
do you have any kids
no i am single no kids
same here . i hope to have some one day .
i like to spend time on the weekends meeting new people
i like to meet new people
have you seen any great movies lately ?
"
85, i only date people taller than me. i really like technology. my dog is smaller than my cat. i wish i could live forever. i like free diving.,"hi how are you doing ?
good , how are you ?
i am good thanks for asking
do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog .
no but i always wanted a pet pig
pig would be fun . i wonder if one would free dive with me ?
whats free diving ? never heard of it
dive off cliffs into the ocean . what do you like to do ?
i like listening to music
me too . i love technology . i wish i would never die . i wanna free dive forever .
what city are you from ?
orlando . i live with my girl friend . i only date girls i am shorter than .
why how tall are you ?
6 foot . my girl friend is 6 2 . love those long legs . she is beautiful . how about you ?
what do you do for a living ?
photographer , how about you ? what do you do ? hobbies ? spouse ?
"
86, i am a teacher. my dad worked for home depot. i like to work puzzles. i love country music. i am an aspiring fiction writer.,"hi there . i am vegan
hi , i just got back from a country music concert .
wow , cool . i wanna have millions of dollars
that is good , salads all day everyday .
me to ! i u do not like meat anymore
i wish i can have a million dollars too , that would be awesome .
i love to do yoga . you ?
i work as a teacher so the money is not much , but i like it .
that is great ! i like hockey
not really , in my spare time i write fictional novels
sweet , i like sweet potatoes and jumping off cliffs
hockey is cool , my dad likes hockey .
my granny loves to cliff dive
wow that is intense , i am too much of scary cat to do that .
"
87," i go to a private high school. i drive a motorcycle instead of a car. while both my parents have thick european accents , i do not. i am enrolled in several college credit courses.","good afternoon . how are you today ?
i m good i m going to going to my private school high school later
i got to go work at the movie theater today .
instead of using car i drive motorcycle
i have a car . i drive to the school my boyfriend goes to learn acting .
well my mom and now they have a european accent
right on . my mom is making nachos . i love them .
it is so cool i have some courses college courses that i m thinking
very cool . i shoot short films with my cam my folks got me .
what artist of the usual
well , my bf studies so i thought i would try as well .
anything look for it in the listing
what do you do for work ?
i m actually a full time student
"
88, my favorite thing to do is to read books on the beach. i am a vegetarian. i love to surf. i love pandas. i am starting a new juicing bar.,"hi how are you today
i am doing great what about you ?
i am alright do you like music ?
i want to start a juicy bar and needs help . can you help find some ?
well if you need a cook i gotch
oh great . and you help me select the right music to always play
yeah as long as i can do some katy perry
wish i can site it at the beach love reading books at the beach
do you have lots of friends ?
yes i do but mostly vegetarians because i am one too
i need some new friends
we can be one . love surfing the internet so we can always chat
"
89, i am a veteran. i am going to school to get my bachelors degree. my father was also in the military. i love my girlfriend.,"hi , i live in the big apple , what about you
i am from the midwest . i just went back to school .
great , do you have a part time job
no retired veteran and you
me , i love dogs , so walking them is fun
i have a girlfriend very in love hope to marry
congratulations , i am single and hope to go to japan soon
how fun . what city ? i was there once in military
tokyo , my best friend lives there
how nice . once i get my bachelors degree a great honeymoon spot
i would not know , i have never been out of the us .
well this will be exciting . do not forget your passport .
oh yeah , i still need to get my passport .
oh that takes a while better go soon .
thanks , eating ice cream always make me feel better .
i love chocolate ice cream . you .
"
90, i work at a bookstore. i have three tattoos. my mom is a nurse. i never knew my dad. i do not drive.,"hey how are you doing
i am good , getting ready to head to the bookstore where i work
cool , how long have you worked there ?
3 years , where do you work ?
still in highschool , hope to because astronaut when i am older
that sounds exciting ! ! do you have any tatoos
oh no , my parents would kill me haha
ll i have 3 , my parents do not know
that is funny , cool , what your fav food
i love healthy food , veggies and such since moms is nurse
o yeah , i am like garfield , lasagna is my fav
eating healthy is easy for me cause i do not have a car
haha , that is helps with the fast food , do you have animals ?
i have never driven , so no drive thus , my dog died recently
www wow , sorry to hear that , i have 2 dogs
i love animals , but cannot bear to lose them
"
